id,input,correct_choice,list_choices,lbl,distractor_model,dataset,target
32462007,"Media playback is not supported on this device
The Northern Irishman came third on 5-2 favourite Box Office in his final race, won by 9-1 shot Brother Tedd.
McCoy, 40, had earlier finished third on Mr Mole behind winner Special Tiara in the AP McCoy Celebration Chase.
An emotional McCoy said: ""It's amazing. I've been so lucky all my life. I'll never forget this day.""
McCoy, who has ridden more than 4,300 career winners, added: ""I want to thank everyone for coming. All my family were here and it's very special. An unbelievable day I'll never forget.
""There were tears coming back on Box Office. There were nearly tears going out on Box Office.
""I feel very lucky I have ended my career in one piece.""
Discussing his record-breaking career, he added: ""Someone's going to ride more winners than me. All records get broken. I hope I'm dead, though.""
Jockeys formed a guard of honour amid huge cheers as the rider was honoured at the Surrey track.
Colleagues lifted the Arsenal supporter as he collected the champion jockey's trophy for a 20th and final time, from former Gunners striker Ian Wright.
The terraces around the parade ring were packed as a capacity crowd of more than 18,000 gathered, and a rendition of ""For he's a jolly good fellow"" rang around the stands.
Wright paid tribute, adding: ""AP McCoy is made of something else altogether. For 20 years he has been at the top of his game, riding winners, week in, week out. I can think of no other sportsman or woman who can match his record.""
McCoy has ridden in more than 16,000 races and suffered an estimated 1,000 falls in a remarkable career.
He did not compete in the feature race, the Bet365 Gold Cup, which was won by 17-year-old jockey Sean Bowen on Just A Par.
Bowen, tipped as a potential future champion, was completing a double on the day after victory on Lil Rockerfeller in the opener.
But there was a sad note to the afternoon for Just A Par's trainer Paul Nicholls when Rolling Aces died following the second race after collapsing on the walkway when returning afterwards.",AP McCoy missed out on a winner but was saluted by a sell-out crowd as the 20-time champion jockey ended his racing career.,AP McCoy missed out on a winner but was saluted by a sell-out crowd as the 20-time champion jockey ended his racing career.,1,bart-base,xsum,1
31641645,"The ruling is likely to encourage thousands of passengers with similar claims in the UK.
Jet2 argued the compensation payments should be delayed pending the outcome of a similar case in the Netherlands.
But the judge at Liverpool County Court ruled that ""a line should now be drawn. Justice delayed is justice denied"".
The EU has ruled that airlines must pay compensation for delayed flights, but a number of airlines have yet to pay out.
Four airlines in the UK have made applications to delay payments: Jet2, Thomas Cook, Ryanair and WizzAir.
The Jet2 case heard in Liverpool involved Kim Allen, who claimed â‚¬400 (Â£292) compensation after an almost seven-hour delay when flying from Manchester to Malaga in 2012.
""We've all been kept waiting for so long, but I'm really happy with today's decision,"" she said after the judge's ruling.
""Hopefully now it's time for the airlines to pay us what the law says they should.""
Her solicitor, Kevin Clarke from Bott & Co, said he hoped ""the airlines will now finally face up to their obligations to passengers and to settle the hundreds of thousands of legitimate claims outstanding.
""Sadly, the history of their conduct over the last decade would tell us to expect yet another legal challenge.""
The issue stems from the 2004 European regulations that oblige airlines, in some cases, to pay compensation to passengers for cancellations and delays, if they are not due to extraordinary circumstances.
A further ruling by the European Court of Justice in 2009 confirmed that delayed passengers should be treated as if their flights had been cancelled, if the delay was longer than three hours, entitling them to cash compensation.
Despite the ruling, a number of airlines in the UK are still arguing that some technical problems should be classified as extraordinary circumstances, and as such, no compensation should be due.
They have also argued that paying compensation for delays of three hours or more is disproportionate and too great a burden.",A county court judge has ruled that airline Jet2 cannot delay the payment of compensation due to passengers for delayed flights.,A judge in Liverpool has ruled that airlines must pay compensation to passengers who have been delayed by up to three hours or more.,1,bart-base,xsum,0
31641645,"The ruling is likely to encourage thousands of passengers with similar claims in the UK.
Jet2 argued the compensation payments should be delayed pending the outcome of a similar case in the Netherlands.
But the judge at Liverpool County Court ruled that ""a line should now be drawn. Justice delayed is justice denied"".
The EU has ruled that airlines must pay compensation for delayed flights, but a number of airlines have yet to pay out.
Four airlines in the UK have made applications to delay payments: Jet2, Thomas Cook, Ryanair and WizzAir.
The Jet2 case heard in Liverpool involved Kim Allen, who claimed â‚¬400 (Â£292) compensation after an almost seven-hour delay when flying from Manchester to Malaga in 2012.
""We've all been kept waiting for so long, but I'm really happy with today's decision,"" she said after the judge's ruling.
""Hopefully now it's time for the airlines to pay us what the law says they should.""
Her solicitor, Kevin Clarke from Bott & Co, said he hoped ""the airlines will now finally face up to their obligations to passengers and to settle the hundreds of thousands of legitimate claims outstanding.
""Sadly, the history of their conduct over the last decade would tell us to expect yet another legal challenge.""
The issue stems from the 2004 European regulations that oblige airlines, in some cases, to pay compensation to passengers for cancellations and delays, if they are not due to extraordinary circumstances.
A further ruling by the European Court of Justice in 2009 confirmed that delayed passengers should be treated as if their flights had been cancelled, if the delay was longer than three hours, entitling them to cash compensation.
Despite the ruling, a number of airlines in the UK are still arguing that some technical problems should be classified as extraordinary circumstances, and as such, no compensation should be due.
They have also argued that paying compensation for delays of three hours or more is disproportionate and too great a burden.",A county court judge has ruled that airline Jet2 cannot delay the payment of compensation due to passengers for delayed flights.,A county court judge has ruled that airline Jet2 cannot delay the payment of compensation due to passengers for delayed flights.,1,bart-base,xsum,1
24992485,"The alleged spying by the National Security Agency (NSA) ""must be explained and more importantly new trust must be built up for the future"", she told German MPs.
The allegations dominated the news during an EU summit last month.
Ms Merkel said the NSA affair was putting EU-US trade talks to the test.
She also said Germany's relations with the US ""are of paramount importance"".
The German government has said it is keen to hear directly from the fugitive NSA leaker Edward Snowden about the agency's collection of phone and internet data.
But Germany says it cannot offer him asylum because he would have to make his application on German soil.
According to his leaks, the NSA targeted communications among Washington's Western allies, including Ms Merkel's mobile phone and EU offices.
""The accusations are grave,"" Ms Merkel said in her statement on Monday. She did not comment specifically on the alleged bugging of her phone.
The Bundestag - Germany's lower house - is holding a special debate on the NSA spying allegations.
The scale of NSA surveillance in Germany is not clear, and last month Germany sent some senior officials to Washington to find out more.
German media report that the German secret services exchange intelligence with their US counterparts.
But recently the British newspaper the Independent, citing leaks from Mr Snowden, said the UK spy agency GCHQ had tapped into communications using a listening post on the roof of the British embassy in Berlin.
Mr Snowden, 30, fled to Russia in June after leaking details of far-reaching US espionage. He has temporary asylum, allowing him to live in Russia, until July 2014.",Merkel has warned that reports of US spying in Germany - including bugging her mobile phone - are straining EU-US ties.,Merkel has warned that reports of US spying in Germany - including bugging her mobile phone - are straining EU-US ties.,0,bart-base,xsum,1
24992485,"The alleged spying by the National Security Agency (NSA) ""must be explained and more importantly new trust must be built up for the future"", she told German MPs.
The allegations dominated the news during an EU summit last month.
Ms Merkel said the NSA affair was putting EU-US trade talks to the test.
She also said Germany's relations with the US ""are of paramount importance"".
The German government has said it is keen to hear directly from the fugitive NSA leaker Edward Snowden about the agency's collection of phone and internet data.
But Germany says it cannot offer him asylum because he would have to make his application on German soil.
According to his leaks, the NSA targeted communications among Washington's Western allies, including Ms Merkel's mobile phone and EU offices.
""The accusations are grave,"" Ms Merkel said in her statement on Monday. She did not comment specifically on the alleged bugging of her phone.
The Bundestag - Germany's lower house - is holding a special debate on the NSA spying allegations.
The scale of NSA surveillance in Germany is not clear, and last month Germany sent some senior officials to Washington to find out more.
German media report that the German secret services exchange intelligence with their US counterparts.
But recently the British newspaper the Independent, citing leaks from Mr Snowden, said the UK spy agency GCHQ had tapped into communications using a listening post on the roof of the British embassy in Berlin.
Mr Snowden, 30, fled to Russia in June after leaking details of far-reaching US espionage. He has temporary asylum, allowing him to live in Russia, until July 2014.",Merkel has warned that reports of US spying in Germany - including bugging her mobile phone - are straining EU-US ties.,"German Chancellor Angela Merkel has said the US is ""grave"" over allegations that the country's intelligence agency bugged her phone.",0,bart-base,xsum,0
26447853,"John Glen, Conservative MP for Salisbury, said any decision to make the A303 a dual carriageway must include protection for the World Heritage site.
Mr Glen said a tunnel was the only ""realistic solution"".
A government feasibility study is already under way to consider the various options for the road.
Speaking in a Westminster debate, Mr Glen said the road, which runs from Hampshire to Devon, had become the ""devil's highway"" and ""one of the most notorious traffic blackspots in the country"".
He joined other South West MPs calling for the government to consider the wider economic, environmental and safety benefits of improving the road.
However, he cautioned that any plans to turn part, or all, of the 92 mile (148km) road into a dual carriageway must include protection for Stonehenge.
Mr Glen said he had been told by English Heritage, the National Trust and the Council for British Archaeology that Stonehenge would be ""formally placed on the at-risk register,"" if a dual carriageway was constructed close to the historic site without adequate protection.
Plans for a tunnel were initially shelved in 2007 when the government said the estimated cost of Â£510m was too expensive.
""A poorly designed and badly executed"" dual carriageway which could ""undermine a 5,000 year old world heritage site is not an improvement worth fighting for,"" Mr Glen said.
Transport Minister Robert Goodwill said the government hoped an announcement on the future of the A303 would be made in the autumn.",A Salisbury MP has reignited calls for a tunnel to be constructed alongside the Stonehenge monument.,A Salisbury MP has reignited calls for a tunnel to be constructed alongside the Stonehenge monument.,0,bart-base,xsum,1
26447853,"John Glen, Conservative MP for Salisbury, said any decision to make the A303 a dual carriageway must include protection for the World Heritage site.
Mr Glen said a tunnel was the only ""realistic solution"".
A government feasibility study is already under way to consider the various options for the road.
Speaking in a Westminster debate, Mr Glen said the road, which runs from Hampshire to Devon, had become the ""devil's highway"" and ""one of the most notorious traffic blackspots in the country"".
He joined other South West MPs calling for the government to consider the wider economic, environmental and safety benefits of improving the road.
However, he cautioned that any plans to turn part, or all, of the 92 mile (148km) road into a dual carriageway must include protection for Stonehenge.
Mr Glen said he had been told by English Heritage, the National Trust and the Council for British Archaeology that Stonehenge would be ""formally placed on the at-risk register,"" if a dual carriageway was constructed close to the historic site without adequate protection.
Plans for a tunnel were initially shelved in 2007 when the government said the estimated cost of Â£510m was too expensive.
""A poorly designed and badly executed"" dual carriageway which could ""undermine a 5,000 year old world heritage site is not an improvement worth fighting for,"" Mr Glen said.
Transport Minister Robert Goodwill said the government hoped an announcement on the future of the A303 would be made in the autumn.",A Salisbury MP has reignited calls for a tunnel to be constructed alongside the Stonehenge monument.,"A road which could be built close to Stonehenge could be placed on the ""at-risk register"" if it is built without adequate protection, a South West MP has said.",0,bart-base,xsum,0
32737984,"Stocktrade is being transferred to the Dundee-headquartered firm for £14m in cash.
Its most recent annual revenue was £9m, with £1.3m in pre-tax profit.
Last September, Stocktrade had £4.3bn of assets under management. The buyer said it now stands at £4.6bn, bringing 48,000 new customers.
That should increase the scale of Alliance Trust Savings to £11.5bn in assets under management, with 105,000 customers, allowing for more efficient operations.
It will also increase the Dundonians range of services, including telephone and online share dealing services for pension providers, building societies, company share schemes and corporate Individual Savings Accounts.
Brewin Dolphin said the sale would only clear a net gain of £1m, after paying for separation costs.
The deal still requires clearance from regulators, and is expected to close during this year.
Alliance Trust Savings was part of the strategy last month criticised by Elliott Advisers, the hedge fund and activist investor in parent company Alliance Trust.
In criticising the Dundee company's management, it succeeded in getting two new directors appointed. They could have sought to block further expansion of the financial retail platform. But it appears, from this deal, that they have agreed to expenditure on growth.
Alliance Trust believes that the expansion could help its savings division into profit by 2016, apart from the cost of integration.
Patrick Mill, managing director of Alliance Trust Savings (ATS), said: ""Stocktrade is a great strategic fit for ATS, giving us access to new customers, an increase in assets and the opportunity to build a strategic partnership capability.
""It also gives us the ability to align a traditional stockbroking business with our innovative, scalable and cost effective approach by offering customers online access alongside our in-house customer service team.""",Alliance Trust Savings has announced plans to buy an share trading company from Brewin Dolphin.,Alliance Trust Savings has announced plans to buy an share trading company from Brewin Dolphin.,0,bart-base,xsum,1
32737984,"Stocktrade is being transferred to the Dundee-headquartered firm for £14m in cash.
Its most recent annual revenue was £9m, with £1.3m in pre-tax profit.
Last September, Stocktrade had £4.3bn of assets under management. The buyer said it now stands at £4.6bn, bringing 48,000 new customers.
That should increase the scale of Alliance Trust Savings to £11.5bn in assets under management, with 105,000 customers, allowing for more efficient operations.
It will also increase the Dundonians range of services, including telephone and online share dealing services for pension providers, building societies, company share schemes and corporate Individual Savings Accounts.
Brewin Dolphin said the sale would only clear a net gain of £1m, after paying for separation costs.
The deal still requires clearance from regulators, and is expected to close during this year.
Alliance Trust Savings was part of the strategy last month criticised by Elliott Advisers, the hedge fund and activist investor in parent company Alliance Trust.
In criticising the Dundee company's management, it succeeded in getting two new directors appointed. They could have sought to block further expansion of the financial retail platform. But it appears, from this deal, that they have agreed to expenditure on growth.
Alliance Trust believes that the expansion could help its savings division into profit by 2016, apart from the cost of integration.
Patrick Mill, managing director of Alliance Trust Savings (ATS), said: ""Stocktrade is a great strategic fit for ATS, giving us access to new customers, an increase in assets and the opportunity to build a strategic partnership capability.
""It also gives us the ability to align a traditional stockbroking business with our innovative, scalable and cost effective approach by offering customers online access alongside our in-house customer service team.""",Alliance Trust Savings has announced plans to buy an share trading company from Brewin Dolphin.,The Scottish savings firm Alliance Trust Savings is being sold to a private equity firm.,0,bart-base,xsum,0
40585510,"JP Nadeau was reportedly struck by lightning mid-sentence in his apple orchard in New Brunswick, Canada.
""And just as I told my new son-in-law 'You're a lucky guy' - Boom!"" he told the Canadian Broadcasting Corporation.
Aside from a small scar on his thumb, Mr Nadeau says he was unscathed and the wedding proceeded.
Storm clouds had gathered behind him at the ceremony on 8 July, he said, and his daughter saw lightning strike the ground nearby.
""I had the microphone and the shock jumped into the sound system and my hand just lit up and I saw the spark,"" he told the CBC.
""And I'm looking at my hand and it's all flared up… It was like I was holding a lightning bolt in my hand, it was amazing.""
Everyone was stunned at first, but that didn't stop the happy couple from continuing with the festivities.
""It was a beautiful wedding,"" Mr Nadeau's wife, Maggy Thomas, told the CBC.
""But that was pretty terrifying for a second.""
Mr Nadeau says he's a lucky-unlucky man - in 2015, a cruise ship he was working on near the Falkland Islands caught fire, and he was rescued by the British Royal Air Force.
""I've had lots of brushes with death,"" said Mr Nadeau. ""But death keeps ignoring me.""","No one likes a dull wedding, but one father-of-the-bride's speech was a little too electrifying at his daughter's ceremony last weekend.","No one likes a dull wedding, but one father-of-the-bride's speech was a little too electrifying at his daughter's ceremony last weekend.",0,bart-base,xsum,1
40585510,"JP Nadeau was reportedly struck by lightning mid-sentence in his apple orchard in New Brunswick, Canada.
""And just as I told my new son-in-law 'You're a lucky guy' - Boom!"" he told the Canadian Broadcasting Corporation.
Aside from a small scar on his thumb, Mr Nadeau says he was unscathed and the wedding proceeded.
Storm clouds had gathered behind him at the ceremony on 8 July, he said, and his daughter saw lightning strike the ground nearby.
""I had the microphone and the shock jumped into the sound system and my hand just lit up and I saw the spark,"" he told the CBC.
""And I'm looking at my hand and it's all flared up… It was like I was holding a lightning bolt in my hand, it was amazing.""
Everyone was stunned at first, but that didn't stop the happy couple from continuing with the festivities.
""It was a beautiful wedding,"" Mr Nadeau's wife, Maggy Thomas, told the CBC.
""But that was pretty terrifying for a second.""
Mr Nadeau says he's a lucky-unlucky man - in 2015, a cruise ship he was working on near the Falkland Islands caught fire, and he was rescued by the British Royal Air Force.
""I've had lots of brushes with death,"" said Mr Nadeau. ""But death keeps ignoring me.""","No one likes a dull wedding, but one father-of-the-bride's speech was a little too electrifying at his daughter's ceremony last weekend.","A Canadian man who was struck by lightning at his wedding has described how he was ""absolutely stunned"" by the moment he was struck by the lightning.",0,bart-base,xsum,0
40617769,"An 18-year-old woman was driving a Toyota Yaris when it was in a crash with a Ford Transit van on the A595 near Bootle at 19:55 BST on Friday.
She and her front seat passenger, also 18, were pronounced dead at the scene.
A third 18-year-old woman, in the back of the car, was flown by air ambulance to hospital where her condition is said to be ""critical"".
The 51-year-old man driving the van was also flown to hospital, where he is in a serious but stable condition.
The road was closed for six hours for the vehicles to be examined and then removed, Cumbria Police said.
The force is appealing for witnesses.",Two teenagers have been killed and another seriously injured in a car crash in Cumbria.,A woman has died and another has been seriously injured in a crash in Cumbria.,1,bart-base,xsum,0
40617769,"An 18-year-old woman was driving a Toyota Yaris when it was in a crash with a Ford Transit van on the A595 near Bootle at 19:55 BST on Friday.
She and her front seat passenger, also 18, were pronounced dead at the scene.
A third 18-year-old woman, in the back of the car, was flown by air ambulance to hospital where her condition is said to be ""critical"".
The 51-year-old man driving the van was also flown to hospital, where he is in a serious but stable condition.
The road was closed for six hours for the vehicles to be examined and then removed, Cumbria Police said.
The force is appealing for witnesses.",Two teenagers have been killed and another seriously injured in a car crash in Cumbria.,Two teenagers have been killed and another seriously injured in a car crash in Cumbria.,1,bart-base,xsum,1
39156677,"The West Ham striker is charged with driving a car while a baby was being held by a passenger.
Snodgrass, 29, is alleged to have driven on Duke Street, Glasgow, on 17 April with too many people to fit a baby seat in.
The baby is alleged to have been in the arms for a rear seat passenger.
Snodgrass, originally from Glasgow, was not at the city's Justice of the Peace Court when the case called.
Defence lawyer Martin Black told the court ""he didn't think he had to be"" when asked why his client was not present.
The Crown requested a warrant which was granted by JP Eunice Paton.",A warrant has been issued for West Ham striker Snodgrass after he failed to turn up for his court trial.,A warrant has been issued for West Ham striker Snodgrass after he failed to turn up for his court trial.,0,bart-base,xsum,1
39156677,"The West Ham striker is charged with driving a car while a baby was being held by a passenger.
Snodgrass, 29, is alleged to have driven on Duke Street, Glasgow, on 17 April with too many people to fit a baby seat in.
The baby is alleged to have been in the arms for a rear seat passenger.
Snodgrass, originally from Glasgow, was not at the city's Justice of the Peace Court when the case called.
Defence lawyer Martin Black told the court ""he didn't think he had to be"" when asked why his client was not present.
The Crown requested a warrant which was granted by JP Eunice Paton.",A warrant has been issued for West Ham striker Snodgrass after he failed to turn up for his court trial.,Former England captain Robbie Snodgrass has appeared in court accused of driving while carrying a baby.,0,bart-base,xsum,0
26677607,"On Thursday, the firm acknowledged it read the anonymous blogger's emails in order to identify an employee it suspected of leaking information.
Microsoft owns Hotmail, a free email service now called Outlook.com.
John Frank, deputy general counsel for Microsoft, said it took ""extraordinary actions in this case"".
While the search was technically legal, he added Microsoft would consult outside counsel in the future.
Microsoft's actions came to light this week as part of a legal case by US prosecutors against an ex-Microsoft employee, Alex Kibalko, who was a Russian native based in the company's Lebanon office.
In 2012, Microsoft had been alerted to the fact that the blogger, whose identity was kept anonymous in the court papers, had been given some stolen lines of code from the not-yet-released Windows 8 operating system.
The blogger then posted screenshots of the unreleased Windows operating system to his blog.
To figure out the source of the leak, Microsoft began an investigation and, as part of that search, looked into the blogger's accounts to find out the name of the employee.
The search was legal because it fell within Microsoft's terms of service which state that the company can access information in accounts that are stored on its ""Communication Services"", which includes email, chat areas, forums, and other communication facilities.
The terms of service add: ""Microsoft reserves the right to review materials posted to the Communication Services and to remove any materials in its sole discretion.""
Nonetheless, revelations of the search have led to renewed focus on the privacy violations of technology firms.
It has also left Microsoft in a difficult position, as the firm has often criticised rival Google for its automatic scanning of users' emails in order to serve them with advertising.",Microsoft admitted it read the Hotmail inbox of a blogger while pursuing a software leak investigation.,Microsoft has defended its decision to search its Hotmail service after a blogger posted a leaked email.,1,bart-base,xsum,0
26677607,"On Thursday, the firm acknowledged it read the anonymous blogger's emails in order to identify an employee it suspected of leaking information.
Microsoft owns Hotmail, a free email service now called Outlook.com.
John Frank, deputy general counsel for Microsoft, said it took ""extraordinary actions in this case"".
While the search was technically legal, he added Microsoft would consult outside counsel in the future.
Microsoft's actions came to light this week as part of a legal case by US prosecutors against an ex-Microsoft employee, Alex Kibalko, who was a Russian native based in the company's Lebanon office.
In 2012, Microsoft had been alerted to the fact that the blogger, whose identity was kept anonymous in the court papers, had been given some stolen lines of code from the not-yet-released Windows 8 operating system.
The blogger then posted screenshots of the unreleased Windows operating system to his blog.
To figure out the source of the leak, Microsoft began an investigation and, as part of that search, looked into the blogger's accounts to find out the name of the employee.
The search was legal because it fell within Microsoft's terms of service which state that the company can access information in accounts that are stored on its ""Communication Services"", which includes email, chat areas, forums, and other communication facilities.
The terms of service add: ""Microsoft reserves the right to review materials posted to the Communication Services and to remove any materials in its sole discretion.""
Nonetheless, revelations of the search have led to renewed focus on the privacy violations of technology firms.
It has also left Microsoft in a difficult position, as the firm has often criticised rival Google for its automatic scanning of users' emails in order to serve them with advertising.",Microsoft admitted it read the Hotmail inbox of a blogger while pursuing a software leak investigation.,Microsoft admitted it read the Hotmail inbox of a blogger while pursuing a software leak investigation.,1,bart-base,xsum,1
38225995,"In a leaked letter, Mr Skates said he was informed this was because of the current level of investment.
He meets Network Rail officials on Thursday after describing conditions for rail passengers as ""unacceptable"".
Network Rail said it was committed to working with the Welsh Government to get value for taxpayers' money.
Mr Skates has accused the company - which maintains tracks across the UK - of a lack of investment in clearing leaves this autumn, which cause damage to train wheels because of the extra braking pressure required.
He believes this has led to over-crowding and reduced punctuality of services as it forces more rolling stock to be removed from routes.
Arriva Trains Wales said 54 out of its fleet of 127 have had to be taken away for repairs this autumn - an increase of 54% on the same period last year.
In the letter seen by BBC Wales, sent last month to Network Rail's route managing director Andy Thomas, Mr Skates said Arriva Trains Wales raised concerns about the level of work being carried out to clear leaves from the lines.
He wrote: ""I have been informed that Network Rail responded that this was due to budgetary reasons and that at the current level of investment it would take 28 years to get the Welsh network up to the prescribed standard.""
A Network Rail spokesman said: ""We have jointly concluded with Arriva Trains Wales that the reduction in fleet availability cannot be solely related to Network Rail's autumn plan as we are increasing spend and activity.
""We are committed to working jointly with Arriva Trains Wales and the Welsh Government to ensure maximum value for taxpayers' money.""
In a debate at the Senedd on Wednesday, Plaid Cymru's economy spokesman Adam Price described current conditions for Welsh rail passengers as a ""national crisis"".
He referred to three examples on social media yesterday in which one passenger told of his experience of a train catching fire, one had been on an overcrowded service where a passenger fainted, and another claimed to have a seat for the first time in 11 months.
An Arriva Trains Wales spokesman denied one of its trains had caught fire, instead saying there was a problem with an exhaust.
He said: ""We understand and apologise for the frustrations around the capacity issues faced by commuters which has been made worse recently by the additional maintenance required on damaged train wheels caused by the autumn leaf-fall.
""We continue to work hard with our partners in Network Rail to reduce the impact of this issue.""","Network Rail believes it will take 28 years to get the Welsh rail system up to standard, Skates has been told.","Network Rail believes it will take 28 years to get the Welsh rail system up to standard, Skates has been told.",0,bart-base,xsum,1
38225995,"In a leaked letter, Mr Skates said he was informed this was because of the current level of investment.
He meets Network Rail officials on Thursday after describing conditions for rail passengers as ""unacceptable"".
Network Rail said it was committed to working with the Welsh Government to get value for taxpayers' money.
Mr Skates has accused the company - which maintains tracks across the UK - of a lack of investment in clearing leaves this autumn, which cause damage to train wheels because of the extra braking pressure required.
He believes this has led to over-crowding and reduced punctuality of services as it forces more rolling stock to be removed from routes.
Arriva Trains Wales said 54 out of its fleet of 127 have had to be taken away for repairs this autumn - an increase of 54% on the same period last year.
In the letter seen by BBC Wales, sent last month to Network Rail's route managing director Andy Thomas, Mr Skates said Arriva Trains Wales raised concerns about the level of work being carried out to clear leaves from the lines.
He wrote: ""I have been informed that Network Rail responded that this was due to budgetary reasons and that at the current level of investment it would take 28 years to get the Welsh network up to the prescribed standard.""
A Network Rail spokesman said: ""We have jointly concluded with Arriva Trains Wales that the reduction in fleet availability cannot be solely related to Network Rail's autumn plan as we are increasing spend and activity.
""We are committed to working jointly with Arriva Trains Wales and the Welsh Government to ensure maximum value for taxpayers' money.""
In a debate at the Senedd on Wednesday, Plaid Cymru's economy spokesman Adam Price described current conditions for Welsh rail passengers as a ""national crisis"".
He referred to three examples on social media yesterday in which one passenger told of his experience of a train catching fire, one had been on an overcrowded service where a passenger fainted, and another claimed to have a seat for the first time in 11 months.
An Arriva Trains Wales spokesman denied one of its trains had caught fire, instead saying there was a problem with an exhaust.
He said: ""We understand and apologise for the frustrations around the capacity issues faced by commuters which has been made worse recently by the additional maintenance required on damaged train wheels caused by the autumn leaf-fall.
""We continue to work hard with our partners in Network Rail to reduce the impact of this issue.""","Network Rail believes it will take 28 years to get the Welsh rail system up to standard, Skates has been told.","Network Rail has told Arriva Trains Wales it will take 28 years to get its network up to the prescribed standard, Transport Secretary Ken Skates has said.",0,bart-base,xsum,0
38692954,"County are tenants at the ground which is also used by rugby union teams Newport Gwent Dragons and Newport RFC.
""We've already made our position clear in respect to the pitch issues and what we're dealing with,"" Davies said.
""It points to the fact Newport County are bottom of the league and I suggest he focuses on preparing his own side.""
""I'm not sure why he [Westley] feels it necessary to go on about it,"" Davies told BBC Wales Sport.
Davies is also the chief executive of Rodney Parade Limited, which owns the ground and agreed a 10-year lease for the football club to use the stadium in 2013.
On Thursday, Westley questioned whether Newport County were getting value for money out of the leasing deal.
The Exiles have had two games - against Morecambe and Barnet - abandoned at half-time while their game against Stevenage in October was postponed because of the state of the pitch.
""It costs us more for us to have County playing there than it's worth. The estimated cost of drainage work is worth twice as much as we receive from County each season,"" Davies continued.
The Dragons were beaten 10-0 by Ospreys at Rodney Parade on New Year's Day on a dreadful pitch and Davies says he is aware of the state of the playing surface.
""This issue is very important and I'm not trying to say the pitch is perfect. We're doing all we can to repair the pitch but there's no short-term solution,"" he said.
""In the meantime, it helps no-one that it continues to dominate the agenda.""",Newport Gwent Dragons chief executive Davies says he is disappointed at Westley's criticism of the Rodney Parade pitch.,Newport Gwent Dragons chief executive Davies says he is disappointed at Westley's criticism of the Rodney Parade pitch.,0,bart-base,xsum,1
38692954,"County are tenants at the ground which is also used by rugby union teams Newport Gwent Dragons and Newport RFC.
""We've already made our position clear in respect to the pitch issues and what we're dealing with,"" Davies said.
""It points to the fact Newport County are bottom of the league and I suggest he focuses on preparing his own side.""
""I'm not sure why he [Westley] feels it necessary to go on about it,"" Davies told BBC Wales Sport.
Davies is also the chief executive of Rodney Parade Limited, which owns the ground and agreed a 10-year lease for the football club to use the stadium in 2013.
On Thursday, Westley questioned whether Newport County were getting value for money out of the leasing deal.
The Exiles have had two games - against Morecambe and Barnet - abandoned at half-time while their game against Stevenage in October was postponed because of the state of the pitch.
""It costs us more for us to have County playing there than it's worth. The estimated cost of drainage work is worth twice as much as we receive from County each season,"" Davies continued.
The Dragons were beaten 10-0 by Ospreys at Rodney Parade on New Year's Day on a dreadful pitch and Davies says he is aware of the state of the playing surface.
""This issue is very important and I'm not trying to say the pitch is perfect. We're doing all we can to repair the pitch but there's no short-term solution,"" he said.
""In the meantime, it helps no-one that it continues to dominate the agenda.""",Newport Gwent Dragons chief executive Davies says he is disappointed at Westley's criticism of the Rodney Parade pitch.,"Newport County chairman Gareth Davies says he is ""not sure"" why the club's owner, Greg Westley, is not involved in the dispute over the pitch at Rodney Parade.",0,bart-base,xsum,0
27991390,"Local MP Ian Lucas said people were concerned about the impact it could have if the prison on Wrexham Industrial Estate assumes a local name.
In a letter, prisons minister Jeremy Wright says local names are ""generally avoided as most local people object"".
He said it was likely people would be invited to propose names for the Â£212m prison which is due to open in 2017.
Work is expected to start in August, creating up to 1,000 jobs, to build the prison which will house 2,100 inmates, making it the largest prison in the UK.
The overall project spend is lower than the original Â£250m estimate and the construction will involve local business and enterprises, with 100 apprenticeships created.","Wrexham Industrial Estate's new prison is unlikely to be named after local name, says the prison minister.","Wrexham Industrial Estate's new prison is unlikely to be named after local name, says the prison minister.",0,bart-base,xsum,1
27991390,"Local MP Ian Lucas said people were concerned about the impact it could have if the prison on Wrexham Industrial Estate assumes a local name.
In a letter, prisons minister Jeremy Wright says local names are ""generally avoided as most local people object"".
He said it was likely people would be invited to propose names for the Â£212m prison which is due to open in 2017.
Work is expected to start in August, creating up to 1,000 jobs, to build the prison which will house 2,100 inmates, making it the largest prison in the UK.
The overall project spend is lower than the original Â£250m estimate and the construction will involve local business and enterprises, with 100 apprenticeships created.","Wrexham Industrial Estate's new prison is unlikely to be named after local name, says the prison minister.",A petition calling for the name of a new £1bn prison in Wrexham has been launched by the Welsh government.,0,bart-base,xsum,0
